"","taxa","family","genus","lme","rank","survey","source","type.length","level_inferred","b","a"
"200","Merlangius merlangus","Gadidae","Merlangius",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"201","Amblyraja radiata","Rajidae","Amblyraja",23,"Species","NS-IBTS","fb","TL","spe-FAO",2.19000005722046,0.157000005245209
"202","Melanogrammus aeglefinus","Gadidae","Melanogrammus",23,"Species","NS-IBTS","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"203","Sprattus sprattus","Clupeidae","Sprattus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"204","Petromyzon marinus","Petromyzontidae","Petromyzon",23,"Species","NS-IBTS","fb","TL","spe-Ocean",3,0.00208000000566244
"205","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"206","Limanda limanda","Pleuronectidae","Limanda",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"207","Cyclopterus lumpus","Cyclopteridae","Cyclopterus",23,"Species","NS-IBTS","fb","TL","spe-FAO",2.71299997965495,0.330566665778557
"208","Scomber scombrus","Scombridae","Scomber",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"209","Engraulis encrasicolus","Engraulidae","Engraulis",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"210","Trachurus trachurus","Carangidae","Trachurus",23,"Species","NS-IBTS","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"211","Anguilla anguilla","Anguillidae","Anguilla",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.05780488688771,0.00254602437869436
"212","Sardina pilchardus","Clupeidae","Sardina",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.1022125184536,0.00711875013075769
"213","Callionymus","Callionymidae","Callionymus",23,"Genus","NS-IBTS","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"214","Eutrigla","Triglidae","Eutrigla",22,"Genus","NS-IBTS","fb","TL","gen-FAO",3.22724997997284,0.00480000005336478
"215","Echiichthys","Trachinidae","Echiichthys",22,"Genus","NS-IBTS","fb","TL","gen-FAO",3.04999995231628,0.010499999858439
"216","Trigla","Triglidae","Trigla",22,"Genus","NS-IBTS","fb","TL","gen-FAO",3.06400001049042,0.0110200000926852
"217","Chelidonichthys","Triglidae","Chelidonichthys",22,"Genus","NS-IBTS","fb","TL","gen-FAO",3.06220690135298,0.00872448275411694
"218","Dipturus oxyrinchus","Rajidae","Dipturus",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.53900003433228,0.00047999998787418
"219","Zeidae","Zeidae",NA,22,"Family","NS-IBTS","fb","TL","fam-FAO",3.02922224998474,0.017109999872951
"220","Lycodes gracilis","Zoarcidae","Lycodes",22,"Species","NS-IBTS","fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"221","Arctozenus risso","Paralepididae","Arctozenus",22,"Species","NS-IBTS","fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"222","Gobiesocidae","Gobiesocidae",NA,22,"Family","NS-IBTS","fb","TL","fam-Ocean",3.08842856543405,0.0121779109550906
"223","Gasterosteus aculeatus williamsoni","Gasterosteidae","Gasterosteus",22,"Subspecies","NS-IBTS","fb","TL","gen-FAO",3.04900002479553,0.010499999858439
"224","Blenniidae","Blenniidae",NA,22,"Family","NS-IBTS","fb","TL","fam-FAO",2.97650003433228,0.0121500000047187
"225","Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus",22,"Species","NS-IBTS","fb","TL","spe-FAO",2.95000004768372,0.00633999984711409
"226","Bathyraja brachyurops","Arhynchobatidae","Bathyraja",22,"Species","NS-IBTS","fb","TL","spe-Ocean",3.30299997329712,0.0020000000949949
"227","Lepidorhombus boscii","Scophthalmidae","Lepidorhombus",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.07236251235008,0.0113375000655651
"228","Chelon","Mugilidae","Chelon",22,"Genus","NS-IBTS","fb","TL","gen-FAO",3.02244999408722,0.00962350000627339
"229","Brama brama","Bramidae","Brama",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.18499994277954,0.00510999979451299
"230","Pomatoschistus lozanoi","Gobiidae","Pomatoschistus",22,"Species","NS-IBTS","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"231","Merluccius merluccius","Merlucciidae","Merluccius",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"232","Ctenolabrus rupestris","Labridae","Ctenolabrus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3,0.0122999995946884
"233","Hyperoplus lanceolatus","Ammodytidae","Hyperoplus",23,"Species","NS-IBTS","fb","TL","spe-Ocean",2.69670009613037,0.00659999996423721
"234","Solea solea","Soleidae","Solea",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.07042000293732,0.007413399964571
"235","Eutrigla gurnardus","Triglidae","Eutrigla",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"236","Scophthalmus rhombus","Scophthalmidae","Scophthalmus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.01591670513153,0.0153250001603737
"237","Arnoglossus laterna","Bothidae","Arnoglossus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"238","Enchelyopus cimbrius","Lotidae","Enchelyopus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"239","Gobius","Gobiidae","Gobius",23,"Genus","NS-IBTS","fb","TL","gen-FAO",3.08200001716614,0.0110571428335139
"240","Syngnathus","Syngnathidae","Syngnathus",23,"Genus","NS-IBTS","fb","TL","gen-FAO",3.24999995231628,0.000286920000507962
"241","Entelurus aequoreus","Syngnathidae","Entelurus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3,0.00022000000171829
"242","Symphodus melops","Labridae","Symphodus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.1350000500679,0.00903999991714954
"243","Cottunculus microps","Psychrolutidae","Cottunculus",22,"Species","NS-IBTS","fb","TL","fam-Ocean",3.00725001096725,0.0201999999117106
"244","Echiichthys vipera","Trachinidae","Echiichthys",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.04999995231628,0.010499999858439
"245","Callionymus lyra","Callionymidae","Callionymus",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"246","Scomber scombrus","Scombridae","Scomber",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"247","Chelidonichthys lucerna","Triglidae","Chelidonichthys",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.99620001316071,0.0101169999223202
"248","Sardina pilchardus","Clupeidae","Sardina",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.1022125184536,0.00711875013075769
"249","Solea solea","Soleidae","Solea",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.07042000293732,0.007413399964571
"250","Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.17112505435944,0.00186124999163439
"251","Mullus surmuletus","Mullidae","Mullus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.14515376091003,0.0089589583221823
"252","Trachurus trachurus","Carangidae","Trachurus",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"253","Hyperoplus lanceolatus","Ammodytidae","Hyperoplus",24,"Species","NS-IBTS","fb","TL","spe-Ocean",2.69670009613037,0.00659999996423721
"254","Trisopterus minutus","Gadidae","Trisopterus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"255","Gobiidae","Gobiidae",NA,24,"Family","NS-IBTS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"256","Trisopterus minutus","Gadidae","Trisopterus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"257","Aphia minuta","Gobiidae","Aphia",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.52666666110357,0.00122424997728861
"258","Centrolabrus exoletus","Labridae","Centrolabrus",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.23000001907349,0.00488499994389713
"259","Myoxocephalus scorpius","Cottidae","Myoxocephalus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.25700008869171,0.00830000010319054
"260","Buglossidium luteum","Soleidae","Buglossidium",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"261","Mustelus","Triakidae","Mustelus",24,"Genus","NS-IBTS","fb","TL","gen-FAO",3.1599999666214,0.00200000003678724
"262","Arnoglossus laterna","Bothidae","Arnoglossus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"263","Ciliata","Lotidae","Ciliata",24,"Genus","NS-IBTS","fb","TL","gen-FAO",3,0.0063999998383224
"264","Engraulis encrasicolus","Engraulidae","Engraulis",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"265","Eutrigla gurnardus","Triglidae","Eutrigla",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"266","Trachinus draco","Trachinidae","Trachinus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.13050001859665,0.0063212500026566
"267","Chelidonichthys cuculus","Triglidae","Chelidonichthys",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"268","Trisopterus luscus","Gadidae","Trisopterus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.19577778710259,0.00780111119254596
"269","Ammodytes tobianus","Ammodytidae","Ammodytes",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.55999994277954,0.00980000011622906
"270","Raja microocellata","Rajidae","Raja",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.11700010299683,0.00493999989703298
"271","Spondyliosoma cantharus","Sparidae","Spondyliosoma",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.08690907738426,0.0119009090756828
"272","Liparis","Liparidae","Liparis",24,"Genus","NS-IBTS","fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"273","Raja montagui","Rajidae","Raja",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.27050006389618,0.00235500000417233
"274","Microchirus variegatus","Soleidae","Microchirus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"275","Raja","Rajidae","Raja",24,"Genus","NS-IBTS","fb","TL","gen-FAO",3.19090910391374,0.00317500001454557
"276","Syngnathus","Syngnathidae","Syngnathus",24,"Genus","NS-IBTS","fb","TL","gen-FAO",3.24999995231628,0.000286920000507962
"277","Scophthalmus maximus","Scophthalmidae","Scophthalmus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"278","Ctenolabrus rupestris","Labridae","Ctenolabrus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3,0.0122999995946884
"279","Gaidropsarus argentatus","Lotidae","Gaidropsarus",22,"Species","NS-IBTS","fb","TL","gen-FAO",3.10366670290629,0.00645000006382664
"280","Sarpa salpa","Sparidae","Sarpa",22,"Species","NS-IBTS","fb","TL","spe-FAO",2.98400001525879,0.0174919996410608
"281","Trachinus draco","Trachinidae","Trachinus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.13050001859665,0.0063212500026566
"282","Lumpenus lampretaeformis","Stichaeidae","Lumpenus",23,"Species","NS-IBTS","fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"283","Triglops","Cottidae","Triglops",22,"Genus","NS-IBTS","fb","TL","gen-Ocean",3,0.00880332756787539
"284","Pollachius virens","Gadidae","Pollachius",23,"Species","NS-IBTS","fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"285","Clupeidae","Clupeidae",NA,22,"Family","NS-IBTS","fb","TL","fam-FAO",3.04549584041039,0.00917471872526221
"286","Buenia jeffreysii","Gobiidae","Buenia",22,"Species","NS-IBTS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"287","Myoxocephalus scorpius","Cottidae","Myoxocephalus",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.25700008869171,0.00830000010319054
"288","Pomatoschistus","Gobiidae","Pomatoschistus",23,"Genus","NS-IBTS","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"289","Macroramphosus scolopax","Centriscidae","Macroramphosus",22,"Species","NS-IBTS","fb","TL","spe-FAO",2.88499999046326,0.012799999754255
"290","Pterycombus brama","Bramidae","Pterycombus",22,"Species","NS-IBTS","fb","TL","fam-FAO",3.18499994277954,0.00510999979451299
"291","Buglossidium luteum","Soleidae","Buglossidium",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"292","Salmo salar","Salmonidae","Salmo",23,"Species","NS-IBTS","fb","TL","spe-Ocean",2.99163007736206,0.010717443190515
"293","Salmo trutta trutta","Salmonidae","Salmo",23,"Subspecies","NS-IBTS","fb","TL","gen-FAO",3.13247376680374,0.00727375003043562
"294","Lophius piscatorius","Lophiidae","Lophius",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"295","Zeus faber","Zeidae","Zeus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.02000001498631,0.016679999950741
"296","Pollachius pollachius","Gadidae","Pollachius",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.10833334922791,0.00595333334058523
"297","Conger conger","Congridae","Conger",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"298","Syngnathidae","Syngnathidae",NA,23,"Family","NS-IBTS","fb","TL","fam-FAO",3.02854544466192,0.00167169091252039
"299","Gobius","Gobiidae","Gobius",24,"Genus","NS-IBTS","fb","TL","gen-FAO",3.08200001716614,0.0110571428335139
"300","Chelidonichthys lastoviza","Triglidae","Chelidonichthys",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.98116664091746,0.0106533332727849
"301","Chelon labrosus","Mugilidae","Chelon",23,"Species","NS-IBTS","fb","TL","spe-FAO",3.07299995422363,0.00902333358923594
"302","Icelus bicornis","Cottidae","Icelus",22,"Species","NS-IBTS","fb","TL","gen-Ocean",3.0489000082016,0.0177499992423691
"303","Ammodytes","Ammodytidae","Ammodytes",24,"Genus","NS-IBTS","fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"304","Petromyzon marinus","Petromyzontidae","Petromyzon",24,"Species","NS-IBTS","fb","TL","spe-Ocean",3,0.00208000000566244
"305","Callionymus","Callionymidae","Callionymus",24,"Genus","NS-IBTS","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"306","Pomatoschistus norvegicus","Gobiidae","Pomatoschistus",22,"Species","NS-IBTS","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"307","Chirolophis ascanii","Stichaeidae","Chirolophis",22,"Species","NS-IBTS","fb","TL","gen-Ocean",3.42300009727478,0.00240000011399388
"308","Coelorinchus caelorhincus","Macrouridae","Coelorinchus",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"309","Pomatoschistus","Gobiidae","Pomatoschistus",24,"Genus","NS-IBTS","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"310","Enchelyopus cimbrius","Lotidae","Enchelyopus",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"311","Raja brachyura","Rajidae","Raja",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.18250000476837,0.00351499998942018
"312","Anguilla anguilla","Anguillidae","Anguilla",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.05780488688771,0.00254602437869436
"313","Lamna nasus","Lamnidae","Lamna",22,"Species","NS-IBTS","fb","TL","spe-FAO",2.59450006484985,0.0804999992251396
"314","Labrus mixtus","Labridae","Labrus",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.25699996948242,0.00499999988824129
"315","Nerophis lumbriciformis","Syngnathidae","Nerophis",22,"Species","NS-IBTS","fb","TL","spe-FAO",3,0.000419999996665865
"316","Atherina presbyter","Atherinidae","Atherina",24,"Species","NS-IBTS","fb","TL","spe-FAO",3.02499997615814,0.00664999987930059
"317","Blennius ocellaris","Blenniidae","Blennius",24,"Species","NS-IBTS","fb","TL","spe-FAO",2.93650007247925,0.0153999999165535
"318","Lepadogaster lepadogaster","Gobiesocidae","Lepadogaster",22,"Species","NS-IBTS","fb","TL","spe-Ocean",3,0.0230653770267963
"319","Sarda sarda","Scombridae","Sarda",22,"Species","NS-IBTS","fb","TL","spe-FAO",3.23250007629395,0.00425000011455268
"320","Polyprion americanus","Polyprionidae","Polyprion",22,"Species","NS-IBTS","fb","TL","spe-FAO",2.68799996376038,0.00667000003159046
"321","Rajella fyllae","Rajidae","Rajella",22,"Species","NS-IBTS","fb","TL","gen-Ocean",3,0.0048686983063817
"322","Atherina","Atherinidae","Atherina",22,"Genus","NS-IBTS","fb","TL","gen-FAO",2.84249997138977,0.0196999995969236
"323","Rajella lintea","Rajidae","Dipturus",22,"Species","NS-IBTS","fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"324","Liparidae","Liparidae",NA,22,"Family","NS-IBTS","fb","TL","fam-Ocean",3.14856873452663,0.0151405590804643
"325","Acipenser sturio","Acipenseridae","Acipenser",22,"Species","NS-IBTS","fb","TL","spe-FAO",2.99166663487752,0.00867333309724927
"326","Clupea harengus","Clupeidae","Clupea",23,"Species","BITS","fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"327","Platichthys flesus","Pleuronectidae","Platichthys",23,"Species","BITS","fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"328","Gadus morhua","Gadidae","Gadus",23,"Species","BITS","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"329","Sprattus sprattus","Clupeidae","Sprattus",23,"Species","BITS","fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"330","Limanda limanda","Pleuronectidae","Limanda",23,"Species","BITS","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"331","Pleuronectes platessa","Pleuronectidae","Pleuronectes",23,"Species","BITS","fb","TL","spe-FAO",3.12099993228912,0.00778000010177493
"332","Scophthalmus maximus","Scophthalmidae","Scophthalmus",23,"Species","BITS","fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"333","Lumpenus lampretaeformis","Stichaeidae","Lumpenus",23,"Species","BITS","fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"334","Merlangius merlangus","Gadidae","Merlangius",23,"Species","BITS","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"335","Enchelyopus cimbrius","Lotidae","Enchelyopus",23,"Species","BITS","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"336","Pleuronectes platessa","Pleuronectidae","Pleuronectes",22,"Species","BITS","fb","TL","spe-FAO",3.12099993228912,0.00778000010177493
"337","Callionymus","Callionymidae","Callionymus",22,"Genus","BITS","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"338","Eutrigla gurnardus","Triglidae","Eutrigla",22,"Species","BITS","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"339","Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus",22,"Species","BITS","fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"340","Merluccius merluccius","Merlucciidae","Merluccius",22,"Species","BITS","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"341","Syngnathus","Syngnathidae","Syngnathus",22,"Genus","BITS","fb","TL","gen-FAO",3.24999995231628,0.000286920000507962
"342","Clupea harengus","Clupeidae","Clupea",22,"Species","BITS","fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"343","Sprattus sprattus","Clupeidae","Sprattus",22,"Species","BITS","fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"344","Trisopterus esmarkii","Gadidae","Trisopterus",22,"Species","BITS","fb","TL","spe-FAO",3,0.00680000009015203
"345","Platichthys flesus","Pleuronectidae","Platichthys",22,"Species","BITS","fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"346","Merlangius merlangus","Gadidae","Merlangius",22,"Species","BITS","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"347","Gadus morhua","Gadidae","Gadus",22,"Species","BITS","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"348","Melanogrammus aeglefinus","Gadidae","Melanogrammus",22,"Species","BITS","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"349","Microstomus kitt","Pleuronectidae","Microstomus",22,"Species","BITS","fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"350","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",22,"Species","BITS","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"351","Callionymus lyra","Callionymidae","Callionymus",22,"Species","BITS","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"352","Limanda limanda","Pleuronectidae","Limanda",22,"Species","BITS","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
